CustomerID,1,2,3,4,5,6,7,8,9,10,11,12,Cluster_Client
15658.0,14,0,0,0,0,0,0,0,0,4,0,10,3
15694.0,6,0,0,6,1,0,0,10,0,0,0,1,3
15708.0,0,45,0,0,0,0,0,44,0,0,7,0,4
15738.0,14,0,0,1,0,0,0,0,12,0,10,0,3
15769.0,0,1,0,0,0,0,3,8,0,0,0,0,2
15777.0,0,0,0,0,5,1,0,0,0,2,0,0,1
15808.0,0,64,0,0,44,0,41,0,0,0,0,61,1
15838.0,1,0,3,0,0,0,0,0,0,0,0,2,3
15854.0,0,0,0,0,15,0,0,0,5,0,0,5,1
15856.0,0,0,0,30,0,9,15,0,0,0,0,0,4
15867.0,0,29,0,0,16,0,43,27,0,0,23,0,2
15881.0,0,0,0,3,2,0,0,0,0,0,0,27,7
15939.0,0,0,0,0,0,0,0,11,1,1,0,5,2
15983.0,32,0,0,24,25,0,0,0,0,0,0,0,3
16011.0,0,0,0,22,18,0,0,0,0,0,0,10,4
16013.0,0,3,0,0,0,6,0,3,0,0,0,0,4
16019.0,0,0,0,8,0,0,0,17,0,0,2,0,2
16029.0,12,0,0,0,0,16,6,2,5,3,0,8,3
16033.0,0,26,0,0,19,0,54,0,42,0,0,0,4
16042.0,2,0,0,2,0,0,0,2,0,0,0,0,3
16143.0,0,0,16,0,1,0,11,0,0,0,0,0,7
16145.0,0,0,0,0,0,17,20,1,0,0,0,0,4
16161.0,0,0,16,0,3,47,0,29,0,0,0,29,2
16191.0,0,0,0,0,5,0,0,21,0,2,0,8,1
16210.0,14,0,11,0,6,6,0,0,0,1,0,4,3
16233.0,0,0,0,2,0,3,0,7,0,0,0,0,2
16353.0,0,1,0,0,0,2,2,7,0,0,0,1,2
16422.0,0,0,13,0,1,3,8,7,7,13,0,2,7
16477.0,0,14,0,0,0,0,19,0,0,26,0,0,7
16499.0,0,0,0,11,10,1,0,0,0,0,0,0,4
16503.0,0,0,0,0,30,2,0,21,0,0,0,0,1
16525.0,0,0,9,0,0,5,0,6,0,0,0,19,7
16558.0,0,0,27,0,3,15,0,0,0,19,0,0,7
16570.0,0,0,0,0,2,0,0,0,0,0,1,15,7
16638.0,0,0,2,0,0,1,0,0,9,0,0,0,0
16656.0,0,0,0,4,0,0,4,2,0,0,1,0,4
16670.0,0,0,0,0,0,29,0,21,2,0,0,0,2
16684.0,0,0,0,0,0,21,2,0,0,0,0,34,7
16705.0,0,0,0,0,0,15,1,1,0,0,0,43,7
16713.0,0,0,1,60,0,0,45,0,0,0,0,0,4
16722.0,0,0,16,25,1,0,0,0,0,0,0,0,4
16725.0,0,25,0,0,0,50,17,0,0,0,17,24,4
16770.0,6,0,0,0,0,7,0,0,0,0,54,0,5
16779.0,0,0,9,0,28,0,0,23,0,0,0,15,1
16782.0,0,0,1,50,1,45,0,0,0,1,21,0,6
16814.0,0,15,0,0,0,0,22,15,12,0,17,11,4
16817.0,0,0,10,4,0,5,0,0,0,0,0,0,4
16839.0,0,5,0,0,0,0,0,11,6,3,1,0,4
16923.0,0,0,0,0,53,0,0,24,0,0,48,0,6
16931.0,0,41,0,0,0,40,0,0,0,48,0,0,7
16955.0,6,0,1,0,1,0,0,8,0,0,0,0,3
16985.0,0,0,0,0,0,18,0,0,0,0,14,1,6
17017.0,23,0,21,2,2,27,0,0,0,0,0,0,3
17062.0,0,26,0,13,0,14,0,0,0,0,18,0,6
17068.0,0,0,24,0,0,7,0,6,0,0,32,0,6
17091.0,0,0,13,0,0,0,0,0,37,3,0,0,0
17188.0,0,0,0,0,6,1,10,0,0,0,20,0,6
17211.0,0,33,0,0,22,0,20,0,0,0,0,0,1
17213.0,0,0,0,15,0,2,18,0,0,0,18,0,6
17218.0,0,0,51,0,37,0,9,22,0,0,0,0,1
17228.0,18,0,12,0,0,0,0,0,0,0,0,18,3
17230.0,0,0,0,0,0,22,21,1,0,0,0,16,7
17243.0,0,11,0,0,20,14,0,10,0,9,0,0,1
17306.0,0,0,0,0,0,0,1,0,0,6,2,0,1
17315.0,0,0,0,0,0,30,16,0,22,0,0,17,4
17368.0,0,0,0,0,0,0,17,8,0,17,0,0,7
17377.0,15,0,0,20,0,10,0,0,0,0,0,0,3
17381.0,6,0,5,0,0,0,0,1,0,0,0,7,3
17389.0,0,0,0,0,0,0,1,4,0,1,8,3,6
17404.0,0,0,0,0,2,25,0,0,0,0,21,0,6
17428.0,0,0,9,0,15,0,11,15,0,0,0,0,1
17511.0,24,0,33,0,0,45,42,0,0,0,0,69,7
17576.0,0,0,0,12,10,0,0,0,22,0,0,0,0
17581.0,38,0,0,0,0,0,1,26,0,0,0,0,3
17591.0,0,0,80,0,0,0,0,0,0,18,1,0,7
17611.0,0,0,0,0,44,0,0,0,46,103,0,0,7
17675.0,0,0,13,4,0,0,22,0,0,0,0,22,7
17677.0,0,0,26,0,1,0,0,0,0,17,0,0,7
17685.0,12,0,0,0,1,0,0,0,16,0,0,12,3
17690.0,14,0,0,12,0,0,0,0,50,0,0,0,0
17722.0,0,0,0,45,1,0,0,0,30,0,4,0,0
17744.0,0,0,0,0,0,19,0,15,17,0,0,0,4
17757.0,23,0,19,0,38,0,0,25,0,0,18,0,2
17790.0,0,0,0,11,9,4,0,0,0,0,0,0,4
17796.0,0,19,0,0,0,0,0,35,0,0,24,0,6
17811.0,0,0,0,0,0,0,0,46,32,10,0,33,7
17841.0,67,31,46,46,24,62,86,65,54,18,42,31,4
17848.0,0,0,0,0,0,5,0,5,0,0,0,3,2
17858.0,0,19,0,0,0,8,0,0,0,8,0,0,4
17884.0,0,28,36,0,0,0,0,0,0,0,0,29,7
17894.0,0,0,0,11,43,17,21,0,0,0,23,0,2
17912.0,0,0,0,15,1,22,0,0,0,0,0,2,4
17920.0,81,0,14,0,0,0,0,0,0,0,10,0,3
17951.0,5,0,0,0,0,4,1,0,0,0,0,0,3
17954.0,0,15,2,0,0,0,0,0,67,0,0,0,0
17961.0,29,0,0,0,0,0,48,0,2,0,0,2,3
17965.0,0,0,7,17,0,0,0,52,0,0,16,0,2
17975.0,0,0,8,0,20,0,30,0,0,0,0,31,1
18041.0,81,0,0,29,0,0,29,0,14,0,0,10,3
18055.0,0,19,28,0,0,35,0,0,0,0,0,14,7
18075.0,0,0,0,0,12,2,0,0,0,17,5,0,1
18077.0,0,0,19,0,0,17,0,0,0,27,0,0,7
18092.0,0,0,0,10,0,0,9,2,0,0,0,0,4
18109.0,0,14,0,0,7,0,21,13,17,0,0,0,4
18116.0,0,0,0,38,0,28,89,0,0,0,0,0,4
18118.0,0,118,0,33,0,0,0,0,99,0,0,0,0
18144.0,3,0,0,0,4,0,0,0,0,3,0,0,7
18223.0,0,0,0,0,0,21,1,0,32,6,0,0,0
18229.0,7,0,3,0,0,0,0,7,0,0,0,0,3
18239.0,29,0,0,0,0,0,0,0,0,21,2,0,3
18260.0,0,0,0,0,0,11,0,26,0,3,0,0,2
